0xf73c7d8fa0cc1330d18218fda72570b99d3bf5ed,0.0015
0xbcbb7dd810ede89239adc219937cfdd7485112a0,0.0018
0x4357e6ce96228bcc8a822ecf69a1f57cf748744a,0.0014
0xd436f30674de6e23e5865c99122c7bef1d24a15e,0.0018
0xa25f79bdb987dc58734542ca554429b007ee591d,0.0017
0x6c4b5363c504cd2bd10055d14ebae49916f8ceff,0.0018
0x891148abcdaeefe0f1481a41aee955a1948f5753,0.0018
0x127eab78b56abe331e964e3a404d6343b5446afd,0.0010
0x58923be993e161b75092c6ce975bd2004d0c3163,0.0015
0x3204312e65d84d1ce171c861bc898798b42c5188,0.0013
0xff5f1a1adedf25205c35c27a7f2cec16d6192977,0.0019
0x076b5845bf716e67b7e3df95e644711a1aa74dd9,0.0013
0x4ad83a4205500ea5cca3a1d67ee4f800979dac22,0.0017
0x7021dd7814439266a5b4fd49ea9a843c86c2b5d5,0.0013
0xa38529182f5811ae9c31f710e383a1eac0c1c62f,0.0015
0x30f3de54207c7af759ea01aaa7e41ca534fd0555,0.0020
0x6d5d5f29e329fb2f8bcdf541ee3283404b9cb010,0.0012
0x4b164e28b8aeabba152956edc695e4a1219c1d4c,0.0015
0x1cf584790e6d0afc567509eac8b7ab305cb3afbf,0.0018
0xe77281e4341ef06d72c4b583635f3b535cf066af,0.0016
0xfce249830ad69711b07ece18227a8f19f782e6b7,0.0011
0x44d18f43a49e7e2636b3623f5217e9f4a0042344,0.0016
0x6c07d73612e1dc7dab7edb5127a3fd1c2ae29160,0.0017
0x3e3e7a9b0ecc6cc885e0d4acbeee74a8e1faa431,0.0012
0x6f1c7df93d66f4d39dc148c6f1a59ebc241d0da7,0.0010
0x9fc5c9664dac5269767bd52ade001981d33cca83,0.0017
0xb923f678f07eaec2472d134905ee4051c2fe6d8f,0.0017
0x4de1ead178d2e7c87352b155d432aacd13f126fd,0.0010
0xc0bbd9427d17ab63ae50980650f541cd03645225,0.0014
0xc7bb8a7eec99dd3692bc6aaaaf0345dba23234ec,0.0018
0xed802cbd2fc432a9b75737f07302d2d9cdbaa2ac,0.0013
0xacbeec86c8a46e34cb849846dbe468ff4f85f063,0.0013
0xa27b79b37d3cad291fe28b86ea865555c823d548,0.0015
0x942f574e581da67c2dcea3c0193f4cec36135575,0.0013
0x604c0d6b93ec6689a9065c0014f35204da0245fa,0.0016
0xe4ec47e3537da381c92c67967216c59628d7dbef,0.0014
0x1bad67426ebeb99bf41ccc9cbd4eb3a5fd0db83a,0.0012
0xf8ce2f33e8d7a53245fc52aa732c243023bb4685,0.0016
0x2f2fb336e04484eaeb7682d56344793581f3b7c0,0.0010
0x834e215d2b9a24036a752555c19b0efbc535dbdf,0.0014
0x23f6125a2031cdb76aae16e6729eb9b470fcf6a4,0.0011
0x80644052430d6e838e1ecd42ff91f56fc472ecf9,0.0011
0x15ce888bf205d06085cbe8641c6bf6b3000b0df0,0.0012
0xd5e47b31dd3b0545fc3475bb9c8bfce3ed04bc8c,0.0019
0x77422e0f88d017ea7af9957110b7f3f006fb01a4,0.0014
0xfd484d3df71f2c4f537de945b97209503f0c06bb,0.0015
0x26e7db0631f722b6bbd8bf98274183ba1f2d6051,0.0020
0x5c70c24dcd3e029edd0ded0c977bae0bac3c346b,0.0015
0x108c296a3a986839396944c8d437261aa7ce43a2,0.0017
0x40b2ca226059793baf4c83cf2c5f2f04525cfcb3,0.0018
0x543404eeb4e09b34c9a4ad00f1e500ca3f15d61c,0.0012
0x3d49a088eb03f450c471a17f65a53ec96f0746fa,0.0013
0x4bc48cde8f22ce607c2bf119d3f9ac35ef34dc2e,0.0018
0x47db9aa07b95fa0f7207f22032a686a2b4640970,0.0014
0xd6d6a9ebcea45ff874a03c7ae49397c7a61fdeff,0.0016
0x6948b7e86f199498373d544b6767aa0dee8bffc5,0.0016
0xf31964225790a0cc5fb3d4c8f2d921a0fe1597ef,0.0015
0xc7e137c7a9c7a486c2762db3e1f4f2c83001dbcd,0.0018
0x20b8cb0de6c90c87355be7f7f196ae882f9add28,0.0013
0xef9f48dfe1a6d1c84d41f236255a9c5422fb6c00,0.0012
0x365783ad13d877669bf38e1afa79d9e645b9b383,0.0015
0x920ed3275132668d9cc90105f55760a9419be43c,0.0013
0xad05a2340094a176a97c5d17795ed931f2cc01d1,0.0018
0xc35a43a0d8d3309a3c925e3993b8174d531b0b71,0.0014
0xf7ab7dbd81a950b67ba176d622b53c19cdd1da83,0.0013
0xf2cfbfd9d0ef3c7d1e266e169e44e19e8be3a57c,0.0013
0x8acb63c970aad9440b0207c0837467c48265b980,0.0014
0xe2a10f351db2f5d98dd1da7020f2a0ad72502fb1,0.0018
0xb9f2ba4db18cf5c6e7a28676716a760cf7c50130,0.0012
0xc4733e017081005cebd90970f828526c26c16d7e,0.0018
0x958ffd253b07fd41b1fe1c917ca179bbd5d66712,0.0018
0xc8010a16ebf0b7f923baa01bcad424ff81d7668f,0.0011
0x345e92f18f5b544e440b168fa4c12f5d3e6b09f6,0.0014
0xefb3e3d7c4c4b1de31b63fb98e6f8d79b047287a,0.0010
0x81c7d4ce1a6551f556efbad6e2ba748972ef73a3,0.0012
0x1b73839e0440660908d6b99d17b76fe33b0029d4,0.0012
0x6f6cd7b0625c7f3e427bb0f012463c2d5470d27b,0.0016
0xbd998e7214d7d62b87644c410c96e3390696f9e1,0.0019
0xa179249eeea12d96fbf27086b8efcab2e7959756,0.0016
0xa40bdb625e332967a122110ce15fa559943be359,0.0015
0x99ab1043a1fb3bf8760e807f6ee3b6e084f53ba5,0.0012
0xafd16643d0ac59f322736f5c7048d09543205313,0.0017
0x17766dde3358b877eef45a617cb2f0ea42856c01,0.0012
0x1239da80efc9e85969a7993b6759a9abf8fe0d8e,0.0013
0xff5ce707e6a50d5ead2cc83b527b39cff1d0beac,0.0017
0xbd0dce38e92b146e04e2beff6d00aafe9265323d,0.0011
0x3b2ee8052b29725cd58a3b155496454091490d57,0.0018
